Date,Product,Region,Units_Sold,Price,Revenue,Marketing_Spend,Inventory_Level,Season
2025-05-21,Antibiotic,West,172,21,3612,4726,1914,Spring
2025-05-21,Pain Relief,East,164,34,5576,4521,1636,Summer
2025-05-21,Cough Syrup,South,105,28,2940,2449,4593,Monsoon
2025-05-22,Paracetamol,North,63,17,1071,473,2548,Monsoon
2025-05-22,Insulin,South,78,39,3042,3241,4679,Spring
2025-05-22,Vitamin C,East,108,36,3888,4325,2587,Monsoon
2025-05-22,Antibiotic,East,214,42,8988,2426,1125,Spring
2025-05-22,Pain Relief,West,149,36,5364,1582,1411,Winter
2025-05-22,Cough Syrup,East,71,25,1775,2529,2284,Spring
2025-05-23,Paracetamol,South,290,44,12760,4255,3030,Monsoon
2025-05-23,Insulin,West,68,49,3332,4363,3243,Spring
2025-05-23,Vitamin C,East,121,44,5324,1108,2605,Monsoon
2025-05-23,Antibiotic,East,188,44,8272,2577,1236,Spring
2025-05-23,Pain Relief,West,76,40,3040,3839,2641,Spring
2025-05-23,Cough Syrup,South,129,42,5418,3957,2239,Spring
2025-05-24,Paracetamol,East,139,18,2502,382,2862,Summer
2025-05-24,Insulin,South,187,14,2618,567,1911,Spring
2025-05-24,Vitamin C,South,270,45,12150,832,1641,Spring
2025-05-24,Antibiotic,East,181,5,905,471,3703,Summer
2025-05-24,Pain Relief,East,96,47,4512,3821,1790,Spring
2025-05-24,Cough Syrup,South,202,11,2222,1086,1015,Spring
2025-05-25,Paracetamol,South,260,23,5980,1102,1752,Monsoon
2025-05-25,Insulin,North,209,31,6479,547,3474,Winter
2025-05-25,Vitamin C,South,78,25,1950,1504,2797,Winter
2025-05-25,Antibiotic,West,280,45,12600,2203,3652,Spring
2025-05-25,Pain Relief,West,118,47,5546,2941,767,Monsoon
2025-05-25,Cough Syrup,South,157,30,4710,1490,2250,Summer
2025-05-26,Paracetamol,West,79,16,1264,4763,4242,Winter
2025-05-26,Insulin,East,281,43,12083,821,3560,Summer
2025-05-26,Vitamin C,East,146,14,2044,1900,2818,Summer
2025-05-26,Antibiotic,West,182,25,4550,4338,2237,Monsoon
2025-05-26,Pain Relief,North,147,32,4704,1209,3219,Monsoon
2025-05-26,Cough Syrup,East,82,29,2378,1066,3240,Monsoon
2025-05-27,Paracetamol,East,134,31,4154,2511,2392,Winter
2025-05-27,Insulin,South,282,18,5076,2883,3705,Winter
2025-05-27,Vitamin C,West,282,44,12408,2973,1170,Winter
2025-05-27,Antibiotic,North,279,11,3069,4155,975,Summer
2025-05-27,Pain Relief,South,295,27,7965,3770,1973,Winter
2025-05-27,Cough Syrup,South,124,43,5332,1823,1513,Winter
2025-05-28,Paracetamol,South,234,13,3042,3815,2551,Monsoon
2025-05-28,Insulin,South,62,23,1426,3261,3540,Summer
2025-05-28,Vitamin C,East,149,46,6854,1695,1958,Summer
2025-05-28,Antibiotic,East,217,38,8246,365,3460,Winter
2025-05-28,Pain Relief,South,207,11,2277,1896,1683,Spring
2025-05-28,Cough Syrup,West,205,24,4920,3892,1528,Monsoon
2025-05-29,Paracetamol,North,212,31,6572,4560,3949,Monsoon
2025-05-29,Insulin,North,211,42,8862,2543,4188,Winter
2025-05-29,Vitamin C,West,188,27,5076,4030,3766,Monsoon
2025-05-29,Antibiotic,South,278,45,12510,3067,1581,Summer
2025-05-29,Pain Relief,South,91,50,4550,2470,1643,Summer
2025-05-29,Cough Syrup,West,236,49,11564,3394,1362,Spring
2025-05-30,Paracetamol,East,184,30,5520,4044,598,Summer
2025-05-30,Insulin,North,85,34,2890,2260,826,Monsoon
2025-05-30,Vitamin C,West,104,35,3640,2926,3387,Monsoon
2025-05-30,Antibiotic,West,187,47,8789,4484,4494,Monsoon
2025-05-30,Pain Relief,South,64,48,3072,4143,784,Monsoon
2025-05-30,Cough Syrup,North,165,23,3795,3464,3370,Summer
2025-05-31,Paracetamol,East,263,23,6049,983,3872,Summer
2025-05-31,Insulin,West,126,40,5040,3572,2871,Monsoon
2025-05-31,Vitamin C,South,191,29,5539,4366,1119,Summer
2025-05-31,Antibiotic,East,295,29,8555,1896,2313,Winter
2025-05-31,Pain Relief,East,217,14,3038,2592,1872,Winter
2025-05-31,Cough Syrup,East,245,47,11515,3030,1032,Summer
2025-06-01,Paracetamol,West,78,31,2418,2368,4584,Spring
2025-06-01,Insulin,South,153,29,4437,1635,1305,Winter
2025-06-01,Vitamin C,West,216,47,10152,1963,4837,Monsoon
2025-06-01,Antibiotic,East,262,8,2096,3589,4125,Monsoon
2025-06-01,Pain Relief,South,231,20,4620,2880,3059,Winter
2025-06-01,Cough Syrup,East,300,44,13200,4010,4377,Winter
2025-06-02,Paracetamol,West,243,38,9234,4210,4913,Spring
2025-06-02,Insulin,West,67,42,2814,2015,3967,Winter
2025-06-02,Vitamin C,East,184,35,6440,3503,2264,Winter
2025-06-02,Antibiotic,South,185,29,5365,3648,4473,Winter
2025-06-02,Pain Relief,South,56,20,1120,686,888,Spring
2025-06-02,Cough Syrup,North,52,40,2080,4115,4826,Summer
2025-06-03,Paracetamol,North,299,9,2691,2499,1409,Summer
2025-06-03,Insulin,North,96,36,3456,393,3000,Winter
2025-06-03,Vitamin C,North,213,43,9159,2753,4721,Spring
2025-06-03,Antibiotic,North,147,18,2646,2453,2205,Monsoon
2025-06-03,Pain Relief,West,261,27,7047,1170,950,Winter
2025-06-03,Cough Syrup,North,151,24,3624,1243,2077,Monsoon
2025-06-04,Paracetamol,East,83,25,2075,3239,3297,Summer
2025-06-04,Insulin,South,216,28,6048,2955,1213,Summer
2025-06-04,Vitamin C,West,278,13,3614,1098,4565,Monsoon
2025-06-04,Antibiotic,North,230,44,10120,3333,4061,Spring
2025-06-04,Pain Relief,North,146,38,5548,3401,3552,Winter
2025-06-04,Cough Syrup,South,148,19,2812,2611,4428,Winter
2025-06-05,Paracetamol,South,64,30,1920,1745,1671,Winter
2025-06-05,Insulin,West,209,15,3135,1293,3601,Spring
2025-06-05,Vitamin C,East,146,15,2190,1960,2438,Winter
2025-06-05,Antibiotic,South,180,43,7740,1044,982,Summer
2025-06-05,Pain Relief,North,286,17,4862,378,2289,Spring
2025-06-05,Cough Syrup,East,197,28,5516,4658,3187,Winter
2025-06-06,Paracetamol,East,213,15,3195,3935,2322,Monsoon
2025-06-06,Insulin,East,189,19,3591,547,2321,Monsoon
2025-06-06,Vitamin C,West,167,28,4676,2700,4763,Spring
2025-06-06,Antibiotic,South,171,32,5472,2735,3922,Winter
2025-06-06,Pain Relief,North,153,38,5814,2446,1844,Winter
2025-06-06,Cough Syrup,East,177,44,7788,4298,4390,Spring
2025-06-07,Paracetamol,West,291,27,7857,1199,3870,Summer
2025-06-07,Insulin,East,156,44,6864,858,3313,Spring
2025-06-07,Vitamin C,West,219,35,7665,4838,2020,Monsoon
2025-06-07,Antibiotic,South,85,9,765,1131,3081,Spring
2025-06-07,Pain Relief,North,72,37,2664,2016,3937,Spring
2025-06-07,Cough Syrup,East,293,13,3809,956,1378,Spring
2025-06-08,Paracetamol,South,267,7,1869,3825,1720,Spring
2025-06-08,Insulin,North,172,40,6880,2418,2467,Winter
2025-06-08,Vitamin C,North,73,47,3431,4968,4726,Monsoon
2025-06-08,Antibiotic,South,255,7,1785,421,2964,Spring
2025-06-08,Pain Relief,North,222,27,5994,3974,1357,Summer
2025-06-08,Cough Syrup,North,93,7,651,542,2362,Summer
2025-06-09,Paracetamol,North,227,6,1362,343,1750,Spring
2025-06-09,Insulin,West,251,14,3514,1115,1375,Spring
2025-06-09,Vitamin C,North,188,16,3008,1987,4263,Winter
2025-06-09,Antibiotic,West,270,27,7290,2975,1121,Spring
2025-06-09,Pain Relief,West,86,39,3354,2072,3994,Summer
2025-06-09,Cough Syrup,North,218,18,3924,629,1902,Monsoon
2025-06-10,Paracetamol,West,244,37,9028,4453,3463,Winter
2025-06-10,Insulin,South,221,34,7514,1796,898,Winter
2025-06-10,Vitamin C,South,174,8,1392,4593,2821,Monsoon
2025-06-10,Antibiotic,North,194,25,4850,1673,757,Monsoon
2025-06-10,Pain Relief,East,200,49,9800,3060,877,Winter
2025-06-10,Cough Syrup,South,153,11,1683,4098,3697,Monsoon
2025-06-11,Paracetamol,West,148,33,4884,4482,4201,Summer
2025-06-11,Insulin,South,121,35,4235,2345,4227,Monsoon
2025-06-11,Vitamin C,West,96,31,2976,2871,3096,Spring
2025-06-11,Antibiotic,South,298,11,3278,2114,971,Summer
2025-06-11,Pain Relief,South,292,39,11388,679,1320,Monsoon
2025-06-11,Cough Syrup,West,189,43,8127,3165,1256,Winter
2025-06-12,Paracetamol,North,290,35,10150,953,4323,Winter
2025-06-12,Insulin,West,181,26,4706,3519,4519,Winter
2025-06-12,Vitamin C,North,122,24,2928,254,3047,Spring
2025-06-12,Antibiotic,East,280,48,13440,720,2436,Spring
2025-06-12,Pain Relief,East,145,21,3045,2086,4456,Winter
2025-06-12,Cough Syrup,West,158,28,4424,2765,1287,Winter
2025-06-13,Paracetamol,North,195,38,7410,269,1993,Winter
2025-06-13,Insulin,East,294,15,4410,3144,988,Spring
2025-06-13,Vitamin C,North,103,23,2369,1235,3699,Summer
2025-06-13,Antibiotic,North,147,48,7056,2200,2199,Spring
2025-06-13,Pain Relief,North,257,22,5654,1711,2801,Monsoon
2025-06-13,Cough Syrup,South,253,28,7084,951,2601,Winter
2025-06-14,Paracetamol,West,236,11,2596,4485,3712,Monsoon
2025-06-14,Insulin,East,123,48,5904,4404,3171,Spring
2025-06-14,Vitamin C,West,215,47,10105,2272,3171,Winter
2025-06-14,Antibiotic,South,121,35,4235,1444,4489,Summer
2025-06-14,Pain Relief,South,101,48,4848,2056,3113,Monsoon
2025-06-14,Cough Syrup,West,79,43,3397,2556,933,Spring
2025-06-15,Paracetamol,West,129,22,2838,1566,3553,Spring
2025-06-15,Insulin,North,288,28,8064,2766,1125,Monsoon
2025-06-15,Vitamin C,South,153,23,3519,1752,3345,Winter
2025-06-15,Antibiotic,East,225,42,9450,3494,3630,Summer
2025-06-15,Pain Relief,North,150,5,750,4431,1472,Spring
2025-06-15,Cough Syrup,North,140,38,5320,821,4089,Summer
2025-06-16,Paracetamol,West,197,15,2955,814,4896,Monsoon
2025-06-16,Insulin,North,69,32,2208,4553,4724,Winter
2025-06-16,Vitamin C,South,203,25,5075,4640,2579,Summer
2025-06-16,Antibiotic,South,239,6,1434,4669,4932,Spring
2025-06-16,Pain Relief,East,258,42,10836,4134,4067,Spring
2025-06-16,Cough Syrup,West,192,47,9024,4624,692,Spring
2025-06-17,Paracetamol,East,271,46,12466,3119,640,Winter
2025-06-17,Insulin,West,53,41,2173,3465,1275,Spring
2025-06-17,Vitamin C,South,226,38,8588,3282,3295,Spring
2025-06-17,Antibiotic,East,152,37,5624,3146,3510,Summer
2025-06-17,Pain Relief,South,81,15,1215,918,4722,Monsoon
2025-06-17,Cough Syrup,East,67,15,1005,3418,3032,Monsoon
2025-06-18,Paracetamol,South,297,19,5643,2866,2827,Summer
2025-06-18,Insulin,East,160,24,3840,1780,2340,Winter
2025-06-18,Vitamin C,North,51,17,867,2409,2980,Monsoon
2025-06-18,Antibiotic,West,264,47,12408,665,2238,Winter
2025-06-18,Pain Relief,North,111,37,4107,571,4321,Winter
2025-06-18,Cough Syrup,East,52,42,2184,3724,3000,Summer
2025-06-19,Paracetamol,North,227,35,7945,4569,2121,Summer
2025-06-19,Insulin,South,133,47,6251,948,745,Spring
2025-06-19,Vitamin C,East,152,48,7296,1534,2626,Monsoon
2025-06-19,Antibiotic,South,233,32,7456,888,916,Spring
2025-06-19,Pain Relief,North,196,25,4900,4192,2877,Spring
2025-06-19,Cough Syrup,North,111,27,2997,944,4417,Summer
2025-06-20,Paracetamol,East,267,31,8277,3663,2461,Spring
2025-06-20,Insulin,East,134,26,3484,1870,2411,Monsoon
2025-06-20,Vitamin C,South,165,23,3795,3509,3694,Summer
2025-06-20,Antibiotic,North,265,28,7420,824,3588,Winter
2025-06-20,Pain Relief,South,165,20,3300,2184,1956,Monsoon
2025-06-20,Cough Syrup,West,273,27,7371,3635,4942,Monsoon
2025-06-21,Paracetamol,West,293,15,4395,4159,680,Monsoon
2025-06-21,Insulin,South,78,44,3432,4935,1977,Summer
2025-06-21,Vitamin C,East,199,11,2189,2776,3899,Summer
2025-06-21,Antibiotic,East,96,19,1824,1406,2950,Monsoon
2025-06-21,Pain Relief,West,154,15,2310,1749,1955,Monsoon
2025-06-21,Cough Syrup,South,260,36,9360,2826,2064,Winter
2025-06-22,Paracetamol,South,162,30,4860,1798,2667,Spring
2025-06-22,Insulin,South,299,26,7774,4910,2315,Spring
2025-06-22,Vitamin C,North,57,16,912,224,3232,Monsoon
2025-06-22,Antibiotic,West,93,13,1209,3869,761,Spring
2025-06-22,Pain Relief,North,265,17,4505,2914,2119,Summer
2025-06-22,Cough Syrup,South,207,32,6624,1617,4566,Summer
2025-06-23,Paracetamol,South,169,40,6760,1086,4873,Winter
2025-06-23,Insulin,South,255,27,6885,2130,1822,Summer
2025-06-23,Vitamin C,West,293,6,1758,1428,2788,Summer
2025-06-23,Antibiotic,West,255,48,12240,2422,2854,Monsoon
2025-06-23,Pain Relief,East,117,29,3393,2211,1380,Winter
2025-06-23,Cough Syrup,West,232,18,4176,2307,4965,Summer
2025-06-24,Paracetamol,West,52,37,1924,4946,700,Winter
2025-06-24,Insulin,South,117,24,2808,1215,2173,Spring
2025-06-24,Vitamin C,South,288,32,9216,3410,1232,Spring
2025-06-24,Antibiotic,West,58,40,2320,4244,2618,Spring
2025-06-24,Pain Relief,East,295,19,5605,3721,4063,Monsoon
2025-06-24,Cough Syrup,West,164,12,1968,1404,4321,Spring
2025-06-25,Paracetamol,West,172,8,1376,1202,1725,Summer
2025-06-25,Insulin,East,181,12,2172,3054,974,Monsoon
2025-06-25,Vitamin C,South,89,18,1602,3788,2741,Summer
2025-06-25,Antibiotic,West,54,44,2376,1070,2032,Summer
2025-06-25,Pain Relief,South,92,10,920,314,1094,Spring
2025-06-25,Cough Syrup,West,71,15,1065,3418,1786,Summer
2025-06-26,Paracetamol,West,54,7,378,3587,3051,Spring
2025-06-26,Insulin,North,270,43,11610,4826,1797,Summer
2025-06-26,Vitamin C,East,245,19,4655,4242,2501,Summer
2025-06-26,Antibiotic,East,268,50,13400,4678,2689,Summer
2025-06-26,Pain Relief,West,121,16,1936,4981,4435,Monsoon
2025-06-26,Cough Syrup,North,54,37,1998,697,1806,Spring
2025-06-27,Paracetamol,West,283,27,7641,3957,2328,Spring
2025-06-27,Insulin,South,142,13,1846,3062,1008,Winter
2025-06-27,Vitamin C,East,73,23,1679,1995,2737,Winter
2025-06-27,Antibiotic,East,88,16,1408,1989,964,Monsoon
2025-06-27,Pain Relief,West,178,33,5874,1124,2460,Spring
2025-06-27,Cough Syrup,East,237,39,9243,4519,2058,Spring
2025-06-28,Paracetamol,South,66,42,2772,3941,2443,Monsoon
2025-06-28,Insulin,North,267,32,8544,3897,2512,Monsoon
2025-06-28,Vitamin C,South,85,35,2975,296,832,Winter
2025-06-28,Antibiotic,South,117,19,2223,2901,3175,Summer
2025-06-28,Pain Relief,West,108,20,2160,4733,4761,Spring
2025-06-28,Cough Syrup,East,126,10,1260,1371,1736,Spring
2025-06-29,Paracetamol,South,133,22,2926,3938,3592,Winter
2025-06-29,Insulin,North,185,20,3700,2371,4608,Monsoon
2025-06-29,Vitamin C,East,191,9,1719,600,1004,Winter
2025-06-29,Antibiotic,West,263,28,7364,3038,3785,Summer
2025-06-29,Pain Relief,North,293,39,11427,2398,3116,Monsoon
2025-06-29,Cough Syrup,East,72,35,2520,4898,1410,Monsoon
2025-06-30,Paracetamol,South,108,48,5184,4379,2847,Winter
2025-06-30,Insulin,South,104,12,1248,1968,4124,Winter
2025-06-30,Vitamin C,South,72,6,432,4234,2637,Monsoon
2025-06-30,Antibiotic,West,168,33,5544,3703,696,Monsoon
2025-06-30,Pain Relief,North,223,50,11150,3717,698,Monsoon
2025-06-30,Cough Syrup,West,215,23,4945,1821,688,Summer
2025-07-01,Paracetamol,North,145,9,1305,4687,2947,Winter
2025-07-01,Insulin,North,200,38,7600,2893,3886,Spring
2025-07-01,Vitamin C,West,258,9,2322,2062,4695,Spring
2025-07-01,Antibiotic,West,99,13,1287,1422,3112,Summer
2025-07-01,Pain Relief,South,68,8,544,2577,3879,Monsoon
2025-07-01,Cough Syrup,West,216,39,8424,4253,3613,Winter
2025-07-02,Paracetamol,South,249,39,9711,2131,2985,Summer
2025-07-02,Insulin,South,299,32,9568,3693,2776,Spring
2025-07-02,Vitamin C,East,191,11,2101,303,4791,Monsoon
2025-07-02,Antibiotic,East,179,25,4475,4460,2811,Summer
2025-07-02,Pain Relief,North,62,37,2294,4717,3550,Summer
2025-07-02,Cough Syrup,North,178,16,2848,4751,2173,Spring
2025-07-03,Paracetamol,North,227,29,6583,3398,3111,Monsoon
2025-07-03,Insulin,North,271,38,10298,1387,4107,Spring
2025-07-03,Vitamin C,North,223,44,9812,4477,2147,Winter
2025-07-03,Antibiotic,South,219,25,5475,4503,505,Winter
2025-07-03,Pain Relief,South,201,28,5628,1605,972,Summer
2025-07-03,Cough Syrup,East,73,24,1752,3857,817,Monsoon
2025-07-04,Paracetamol,South,56,35,1960,4712,4063,Summer
2025-07-04,Insulin,South,195,11,2145,3940,742,Winter
2025-07-04,Vitamin C,East,300,28,8400,2087,3282,Winter
2025-07-04,Antibiotic,East,297,28,8316,1527,3543,Winter
2025-07-04,Pain Relief,East,150,7,1050,1823,3238,Winter
2025-07-04,Cough Syrup,West,175,37,6475,3827,958,Winter
2025-07-05,Paracetamol,North,229,5,1145,1478,796,Spring
2025-07-05,Insulin,West,296,13,3848,3377,2521,Monsoon
2025-07-05,Vitamin C,East,227,50,11350,2862,4855,Monsoon
2025-07-05,Antibiotic,West,69,47,3243,4524,3795,Summer
2025-07-05,Pain Relief,South,249,36,8964,3504,1605,Winter
2025-07-05,Cough Syrup,South,234,12,2808,4844,559,Summer
2025-07-06,Paracetamol,South,81,18,1458,772,749,Spring
2025-07-06,Insulin,North,84,10,840,2990,4238,Winter
2025-07-06,Vitamin C,East,174,21,3654,262,2787,Spring
2025-07-06,Antibiotic,East,63,7,441,3570,1901,Monsoon
2025-07-06,Pain Relief,North,259,32,8288,2666,2357,Spring
2025-07-06,Cough Syrup,North,136,20,2720,4069,3742,Spring
2025-07-07,Paracetamol,North,132,6,792,906,608,Summer
2025-07-07,Insulin,East,235,44,10340,2890,577,Spring
2025-07-07,Vitamin C,West,177,28,4956,1152,4744,Spring
2025-07-07,Antibiotic,West,101,6,606,958,2054,Monsoon
2025-07-07,Pain Relief,North,119,22,2618,2407,4119,Monsoon
2025-07-07,Cough Syrup,West,254,28,7112,4597,4651,Summer
2025-07-08,Paracetamol,North,131,22,2882,822,2490,Winter
2025-07-08,Insulin,West,169,14,2366,592,2237,Summer
2025-07-08,Vitamin C,West,165,12,1980,1169,2456,Winter
2025-07-08,Antibiotic,East,59,24,1416,4977,718,Monsoon
2025-07-08,Pain Relief,North,253,12,3036,607,1610,Winter
2025-07-08,Cough Syrup,East,202,44,8888,2656,1636,Summer
2025-07-09,Paracetamol,West,55,15,825,1692,2527,Summer
2025-07-09,Insulin,North,118,31,3658,755,4613,Summer
2025-07-09,Vitamin C,North,208,47,9776,2202,4167,Monsoon
2025-07-09,Antibiotic,West,62,34,2108,2651,2289,Winter
2025-07-09,Pain Relief,South,88,19,1672,3382,5000,Summer
2025-07-09,Cough Syrup,East,285,50,14250,3873,1848,Winter
2025-07-10,Paracetamol,South,278,7,1946,3824,1772,Summer
2025-07-10,Insulin,East,157,35,5495,4086,666,Summer
2025-07-10,Vitamin C,South,180,46,8280,4022,1456,Spring
2025-07-10,Antibiotic,West,101,24,2424,753,2867,Summer
2025-07-10,Pain Relief,East,163,39,6357,501,3926,Winter
2025-07-10,Cough Syrup,North,187,10,1870,2535,2124,Summer
2025-07-11,Paracetamol,South,274,29,7946,2310,2998,Monsoon
2025-07-11,Insulin,West,211,33,6963,3642,777,Winter
2025-07-11,Vitamin C,West,182,31,5642,368,888,Summer
2025-07-11,Antibiotic,South,258,31,7998,3787,4458,Monsoon
2025-07-11,Pain Relief,East,90,28,2520,644,2840,Monsoon
2025-07-11,Cough Syrup,West,191,45,8595,4499,3235,Monsoon
2025-07-12,Paracetamol,South,219,24,5256,3352,3326,Spring
2025-07-12,Insulin,West,83,36,2988,3635,1942,Spring
2025-07-12,Vitamin C,North,73,7,511,4392,1133,Summer
2025-07-12,Antibiotic,North,156,30,4680,4676,2807,Winter
2025-07-12,Pain Relief,North,127,21,2667,208,3271,Spring
2025-07-12,Cough Syrup,East,142,10,1420,1433,4068,Winter
2025-07-13,Paracetamol,South,206,34,7004,4907,4717,Monsoon
2025-07-13,Insulin,South,265,37,9805,706,2471,Winter
2025-07-13,Vitamin C,South,284,18,5112,935,715,Summer
2025-07-13,Antibiotic,North,80,16,1280,4352,1829,Winter
2025-07-13,Pain Relief,South,241,46,11086,425,4425,Monsoon
2025-07-13,Cough Syrup,South,283,10,2830,2138,4480,Winter
2025-07-14,Paracetamol,North,253,22,5566,2053,711,Spring
2025-07-14,Insulin,South,259,45,11655,3565,2095,Summer
2025-07-14,Vitamin C,North,201,14,2814,1860,3331,Spring
2025-07-14,Antibiotic,West,221,19,4199,2603,1552,Monsoon
2025-07-14,Pain Relief,West,182,23,4186,3695,3009,Spring
2025-07-14,Cough Syrup,South,264,24,6336,1505,1088,Spring
2025-07-15,Paracetamol,South,188,39,7332,1934,1513,Monsoon
2025-07-15,Insulin,South,269,5,1345,2310,2090,Summer
2025-07-15,Vitamin C,East,89,29,2581,2043,3725,Spring
2025-07-15,Antibiotic,West,80,42,3360,588,2216,Summer
2025-07-15,Pain Relief,East,51,24,1224,998,4744,Summer
2025-07-15,Cough Syrup,West,127,6,762,1808,1102,Spring
2025-07-16,Paracetamol,North,56,19,1064,4788,2021,Winter
2025-07-16,Insulin,South,174,33,5742,318,3805,Winter
2025-07-16,Vitamin C,East,280,31,8680,2762,2614,Spring
2025-07-16,Antibiotic,North,199,9,1791,1001,4603,Monsoon
2025-07-16,Pain Relief,East,287,35,10045,922,3782,Winter
2025-07-16,Cough Syrup,North,193,22,4246,4670,1565,Spring
2025-07-17,Paracetamol,West,161,50,8050,3235,2993,Monsoon
2025-07-17,Insulin,West,218,15,3270,2417,1875,Spring
2025-07-17,Vitamin C,North,175,46,8050,4408,812,Summer
2025-07-17,Antibiotic,North,235,42,9870,1092,2891,Spring
2025-07-17,Pain Relief,West,234,30,7020,1505,3834,Summer
2025-07-17,Cough Syrup,South,174,41,7134,4778,3594,Winter
2025-07-18,Paracetamol,East,237,27,6399,1216,2195,Monsoon
2025-07-18,Insulin,East,235,10,2350,3843,1116,Spring
2025-07-18,Vitamin C,South,251,42,10542,1937,1769,Spring
2025-07-18,Antibiotic,East,217,47,10199,300,1649,Spring
2025-07-18,Pain Relief,North,184,16,2944,2256,4159,Monsoon
2025-07-18,Cough Syrup,South,268,23,6164,1631,3462,Monsoon
2025-07-19,Paracetamol,East,237,46,10902,2259,3799,Winter
2025-07-19,Insulin,West,86,14,1204,1249,4461,Monsoon
2025-07-19,Vitamin C,West,101,16,1616,926,4067,Summer
2025-07-19,Antibiotic,South,300,37,11100,1666,3443,Monsoon
2025-07-19,Pain Relief,South,276,14,3864,4380,1550,Monsoon
2025-07-19,Cough Syrup,North,256,13,3328,2026,4019,Spring
2025-07-20,Paracetamol,South,144,37,5328,1936,3064,Spring
2025-07-20,Insulin,South,213,27,5751,3380,4599,Monsoon
2025-07-20,Vitamin C,North,144,5,720,3540,3562,Winter
2025-07-20,Antibiotic,West,121,47,5687,2226,4308,Spring
2025-07-20,Pain Relief,North,166,18,2988,4142,2239,Spring
2025-07-20,Cough Syrup,North,219,36,7884,4381,3506,Winter
2025-07-21,Paracetamol,West,133,12,1596,1657,3905,Monsoon
2025-07-21,Insulin,South,253,27,6831,3049,4104,Spring
2025-07-21,Vitamin C,East,296,10,2960,1664,2914,Monsoon
2025-07-21,Antibiotic,South,201,10,2010,1074,1253,Spring
2025-07-21,Pain Relief,West,225,49,11025,1377,3915,Spring
2025-07-21,Cough Syrup,West,102,35,3570,2385,2203,Summer
2025-07-22,Paracetamol,East,99,9,891,2750,4761,Summer
2025-07-22,Insulin,East,68,13,884,4279,4078,Monsoon
2025-07-22,Vitamin C,South,87,13,1131,1051,4397,Monsoon
2025-07-22,Antibiotic,East,240,36,8640,3585,2832,Monsoon
2025-07-22,Pain Relief,South,220,10,2200,798,669,Monsoon
2025-07-22,Cough Syrup,North,266,38,10108,2055,4393,Summer
2025-07-23,Paracetamol,West,166,30,4980,948,4117,Monsoon
2025-07-23,Insulin,West,173,50,8650,3133,1116,Spring
2025-07-23,Vitamin C,East,147,18,2646,4036,3815,Monsoon
2025-07-23,Antibiotic,South,278,11,3058,2597,1861,Monsoon
2025-07-23,Pain Relief,North,113,50,5650,1756,4666,Winter
2025-07-23,Cough Syrup,North,223,16,3568,3532,1071,Monsoon
2025-07-24,Paracetamol,West,209,47,9823,546,1127,Monsoon
2025-07-24,Insulin,South,64,46,2944,3064,2656,Spring
2025-07-24,Vitamin C,South,105,18,1890,3846,1236,Winter
2025-07-24,Antibiotic,East,260,50,13000,997,2911,Monsoon
2025-07-24,Pain Relief,South,181,19,3439,4415,3049,Winter
2025-07-24,Cough Syrup,West,172,16,2752,2951,1071,Summer
2025-07-25,Paracetamol,West,108,16,1728,1506,2598,Summer
2025-07-25,Insulin,North,180,28,5040,379,4022,Monsoon
2025-07-25,Vitamin C,East,136,49,6664,2395,1011,Winter
2025-07-25,Antibiotic,South,254,41,10414,2062,4087,Summer
2025-07-25,Pain Relief,West,226,16,3616,3308,3537,Monsoon
2025-07-25,Cough Syrup,South,94,37,3478,2258,2811,Summer
2025-07-26,Paracetamol,North,153,8,1224,3080,4862,Spring
2025-07-26,Insulin,East,148,8,1184,1018,4889,Spring
2025-07-26,Vitamin C,East,255,32,8160,3630,1668,Monsoon
2025-07-26,Antibiotic,West,281,19,5339,2302,1006,Spring
2025-07-26,Pain Relief,North,189,16,3024,4596,4932,Winter
2025-07-26,Cough Syrup,North,222,20,4440,4159,2938,Spring
2025-07-27,Paracetamol,North,65,27,1755,1515,1720,Summer
2025-07-27,Insulin,West,244,14,3416,3364,4328,Monsoon
2025-07-27,Vitamin C,East,208,28,5824,361,3270,Summer
2025-07-27,Antibiotic,East,79,27,2133,1023,840,Monsoon
2025-07-27,Pain Relief,East,199,44,8756,718,4444,Winter
2025-07-27,Cough Syrup,West,206,34,7004,4985,1504,Winter
2025-07-28,Paracetamol,West,289,45,13005,461,1567,Spring
2025-07-28,Insulin,South,67,31,2077,1303,1064,Winter
2025-07-28,Vitamin C,West,98,23,2254,1457,3490,Spring
2025-07-28,Antibiotic,North,81,49,3969,3793,4533,Winter
2025-07-28,Pain Relief,South,252,9,2268,322,660,Spring
2025-07-28,Cough Syrup,North,84,39,3276,674,1661,Spring
2025-07-29,Paracetamol,East,273,44,12012,772,1094,Winter
2025-07-29,Insulin,South,260,11,2860,3759,543,Summer
2025-07-29,Vitamin C,East,165,42,6930,3243,4766,Monsoon
2025-07-29,Antibiotic,West,288,28,8064,4737,1460,Monsoon
2025-07-29,Pain Relief,East,272,49,13328,1726,740,Summer
2025-07-29,Cough Syrup,South,232,45,10440,1658,4287,Spring
2025-07-30,Paracetamol,North,178,27,4806,3436,4751,Spring
2025-07-30,Insulin,West,228,28,6384,4008,755,Spring
2025-07-30,Vitamin C,North,296,39,11544,734,1213,Winter
2025-07-30,Antibiotic,West,85,14,1190,1283,3283,Monsoon
2025-07-30,Pain Relief,West,127,25,3175,2267,3936,Summer
